๏ครั้นว่าไหว้ครูแล้วจับบท	ให้ปรากฏเรื่องราวมาแต่ก่อน
ลาวทองได้ฟังรับสั่งโปรด	ปราโมทย์ยินดีจะมีไหน
ถวายบังคมลามาทันใด	ออกไปกราบลาหม่อมป้าโต
เพื่อนฝูงร้องไปจะได้ลาภ	ค่อยกระซิบกระซาบนางมีโหว่
นางสีนางพรมแม่ส้มโอ	เพื่อนฝูงอักโขจะลาไป
แล้วลาเจ้าขรัวนายกรายเข้าห้อง	หวีหัวกระจกส่องน้ำมันใส่
ทั้งกระแจะจันทน์ปรุงจรุงใจ	หวังจะให้ชื่นอารมณ์ชมชิด
นุ่งยกดอกกลมห่มม่วงอ่อน	เทพนมห่มซ้อนดูวิจิตร
ก้มแลดูกายไม่วายคิด	ใส่จริตเยื้องย่างสำอางงาม
จัดแจงหีบหมากเครื่องนากทอง	ถาดรองขันน้ำทำอย่างห้าม
ใส่เครื่องประดับวับแวววาม	ออกประตูข้างข้ามประตูดิน
อีถึงถือหีบรีบตามนาย	อิกห้าคนขวนขวายเก็บของสิ้น
เพื่อนทักถามไถ่ไม่ได้ยิน	มาถึงถิ่นบ้านขึ้นบนบันไดฯ
๏ขุนแผนครั้นเห็นนางลาวทอง	เจียนจะแปลกเจียวน้องนึกขึ้นได้
ร้องเรียกทันทีด้วยดีใจ	แปลกพี่ไปฤๅเจ้าไม่เข้ามา
ลาวทองฟังคำจำเสียงได้	เข้าใกล้ผัวรักรู้จักหน้า
กอดตีนร่ำไห้ฟายน้ำตา	ท่านโปรดโทษข้าข้าจึงรู้
ครั้นติดตามมาหาผัวรัก	แปลกไปไม่รู้จักจึงยืนอยู่
ไม่กล้าเข้าไปในประตู	แลดูพ่อซูบผิดรูปไป
โอ้โอ๋เจ้าประคุณของเมียแก้ว	เหมือนตายแล้วเกิดมาหากันใหม่
ตั้งแต่เมียถูกขังอยู่วังใน	เฝ้าแต่ร่ำร้องไห้ไม่วายวัน
ยามกินกินข้าวไม่เป็นคำ	ต้องฝืนกลืนกับน้ำร่ำโศกศัลย์
ยามนอนนอนคิดจิตผูกพัน	แทบจะกลั้นใจตายไม่วายเว้น
ปักสะดึงกรึงไหมมิได้หยุด	จะสิ้นสุดเมื่อไรไม่แลเห็น
ได้แต่โศกเศร้าทั้งเช้าเย็น	ตั้งแต่เป็นทุกข์มาช้านานครัน
พูดพลางทางแลแล้วถามผัว	ทูนหัวใครนั่งข้างหลังนั่น
ขุนแผนจึงบอกออกมาพลัน	นางนั้นชื่อแก้วกิริยา
เมียข้าเมื่อพาวันทองหนี	ครั้นติดคุกนางนี้อยู่รักษา
นั่นลูกพี่ที่เขาทูลขอมา	ชื่อพลายงามมารดาคือวันทอง
ว่าแล้วก็พากันเข้าเรือน	ข้าวของกองเกลื่อนอยู่ในห้อง
ต่างปรึกษาหารือตามทำนอง	ปรองดองมิได้คิดจิตฉันทาฯ
๏ขุนแผนออกมาหน้าหอนั่ง	พลันสั่งทหารสามสิบห้า
ให้แต่งตัวตัดผมสมหน้าตา	เตรียมผ้านุ่งห่มให้คมคาย
ขาดเหลือพึ่งพระจมื่นศรี	พรุ่งนี้จะได้ไปลองถวาย
พระหมื่นศรีขุนแผนกับลูกชาย	ทั้งสามนายสนทนาจนราตรีฯ
๏ครั้นรุ่งเช้าข้าวปลาหากินเสร็จ	จวนเสด็จออกต่างก็เร็วรี่
เข้าวังพร้อมกันในทันที	วันนี้ชาวเมืองนั้นเลื่องฦๅ
ว่าจะลองความรู้พวกอาสา	ต่างแตกตื่นกันมาออกอึงอื้อ
ไทยจีนมอญพม่าข่าลาวลื้อ	จูงมือลูกหลานซานเข้าไป
ยัดเยียดเสียดแทรกเข้าประตู	นมจู้เบียดบีบกันเหลวไหล
เจ้าหนุ่มหนุ่มที่ลำพองคะนองใจ	เข้าคว้าไขว่สาวสาวออกกราวเกรียว
บ้างกระชากผ้าห่มฉวยนมหมับ	พวกตำรวจหวดขวับเอาเต็มเหนี่ยว
จับตัวได้ใส่คาทำหน้าเซียว	ที่เลี่ยงเลี้ยวหลบได้ไพล่เข้าวัง
ยัดเยียดเบียดกันอยู่ชั้นนอก	พอเวลาเสด็จออกก็พร้อมพรั่ง
สังข์แตรแซ่เสียงสนั่นดัง	ถวายบังคมกราบลงพร้อมกันฯ
๏ครานั้นพระองค์ผู้ทรงฤทธิ	เสด็จสถิตพระที่นั่งสุทธาสวรรย์
พระสูตรรูดกร่างกระจ่างพลัน	ดังองค์พระสุริยันเมื่อเยี่ยมรถ
ตรัสเรียกขุนแผนพลายงาม	ทหารสามสิบห้าเข้ามาหมด
ต่างคลานเข้าเฝ้าองค์พระทรงยศ	น้อมประณตดาษดาหน้าพระลาน
ทนายเลือกตีวงตรงพระที่นั่ง	เอาเชือกหนังขึงขอบรอบหน้าฉาน
ข้างในล้วนบรรดาข้าราชการ	วงนอกไพร่บ้านพลเมือง
เสียงระเบ็งเซ็งแซ่ทั้งแก่หนุ่ม	มามั่วสุมคับคั่งนั่งเนื่อง
บ้างยงโย่แยงแย่แลชำเลือง	บ้างยักเยื้องหยุกหยิกคะยิกกัน
พวกตำรวจเรียงรายถือหวายห้าม	รอบทั้งท้องสนามเป็นกวดขัน
ฝ่ายว่าพระองค์ผู้ทรงธรรม์	สั่งขุนแผนให้สรรกันเข้ามาฯ
๏นายบัวหัวกะโหลกบ้านโคกขาม	ถวายบังคมงามแล้วออกหน้า
นอนหงายร่ายมนต์ภาวนา	ให้เอาขวานผ่าเป็นหลายซ้ำ
โปกโปกขวานกระดอนนอนพยัก	ไม่แตกหักลุกมาหน้าแดงก่ำ
นายคงเคราเข้านั่งบริกรรม	ให้เอาหอกกรอกตำเข้าจำเพาะ
ถูกตรงยอดอกไม่ฟกช้ำ	แทงซ้ำหลายทีที่เหมาะเหมาะ
เสียงอักอักพยักหน้านั่งหัวเราะ	จนด้ามหอกหักเดาะไม่ทานทน
นายมอญนอนเปลือยเอาเลื่อยชัก	เลื่อยหักฟันเยินพระเนินย่น
ให้เปลี่ยนหน้ามาเลื่อยก็หลายคน	เป็นหลายหนไม่เข้าเปล่าทั้งนั้น
นายช้างดำกำลังดังช้างสาร	ถวายบังคมคลานมาไม่พรั่น
กระโดดสูงสามวาตาเป็นมัน	แข็งขันข้อลำดำทมิฬ
นายสีอาดคลาศแคล้วแล้วไม่แตก	หอกซัดเจ็ดแบกพุ่งจนสิ้น
ไม่ถูกเพื่อนเชือนไถลไปปักดิน	นายอินอึดใจแล้วหายตัว
นายทองลองให้เอาปืนยิง	ยืนนิ่งคอยรับจับลูกตะกั่ว
นายจันนั้นแปลกเข้าแบกวัว	นายบัวทำคล้ายเป็นหลายคน
นายแตงโมทำโตได้เหมือนยักษ์	คึกคักกรอกตาดูหน้าย่น
นายจั่วหัวหูดูพิกล	เอาไฟลนทนได้ไฟวับวับ
ลองถวายสิ้นทั้งสามสิบห้า	ต่างสำแดงวิชาเป็นลำดับ
แล้วมาหมอบเรียงเคียงคำนับ	รับสั่งให้ประทานรางวัลพลัน
คนหนึ่งเงินตราห้าตำลึง	กับผ้าสำรับหนึ่งให้จัดสรร
ทั้งเพิ่มนอกออกไปให้ต่างกัน	ตามไม้มือมันใครเอกโท
ยังอ้ายพลายงามจะอาสา	ดีจริงฤๅว่ามันโยโส
ดูตัวก็ไม่ใหญ่ใจมันโต	เฮ้ยอ้ายแผนลองโต้กับลูกดูฯ
๏ครานั้นขุนแผนพลายงาม	ถวายบังคมตามกันทั้งคู่
ที่คนดูลุกยืนตื่นกันกรู	คอยดูพ่อลูกจะลองกัน
เจ้าพลายงามขออภัยพ่อขุนแผน	แล้วจับทวนทอดแขนดูขบขัน
ขุนแผนดาบสองมือถือยืนยัน	ชักท่าทางวางหันเข้าสู้ทวน
กลองแขกติงทั่งตั้งเพลงรำ	ไม่เพลี่ยงพล้ำถ้อยทีถี่ถ้วน
ชั้นเชิงกรีดกรายหลายกระบวน	สับสวนท่าทางสันทัดกัน
ดูข้างพลายงามก็ไวว่อง	ดูทำนองขุนแผนก็แข็งขัน
ได้ทีหนีไล่พัลวัน	กลับแทงแย้งฟันกันคนละที
ถูกฉับไม่เข้าเปล่าทั้งนั้น	เจ้าพลายหันเยื้องย่องทำนองหนี
แต่พอห่างวางทวนกับปัถพี	อัญชลีร่ายเวทเป็นไฟกัลป์
ลุกโพลงโผงผางกลางสนาม	เปลวฟู่วู่วามเสียงสนั่น
ลามไหม้ไล่คนทั้งหลายนั้น	คนผู้อยู่นั่นก็หนีกรู
ตกใจหน้าซีดทุกตัวคน	ขุนแผนอ่านมนตร์ฝนตกซู่
เป็นน้ำไหลไฟดับอยู่วับวู	เสียงคนดูฮาลั่นสนั่นอึง
ชมปรอพ่อลูกนี้เอาจริง	วิชาเขายวดยิ่งไม่มีถึง
ฝ่ายขุนแผนเสกซ้ำพร่ำตะบึง	ประเดี๋ยวหนึ่งเป็นงูชูโพนเพน
อ้ายตัวใหญ่มีหงอนเท่าท่อนซุง	เลื้อยพุ่งตาแดงดังแสงเสน
บริวารมากมายมาก่ายเกน	แผ่พังพานพ่านเพ่นสักสองพัน
เที่ยวเลี้ยวไล่ไชชอนไปทุกแห่ง	พวกคนดูแอบแฝงเป็นจ้าละหวั่น
เหล่าผู้หญิงวิ่งหนีพัลวัน	ตัวสั่นหน้าซีดกรีดกราดไป
ผ้าผ่อนล่อนหลุดสะดุดล้ม	เหยียบทับกันจมออกเหลวไหล
พลายงามขว้างตะกรุดไปทันใด	เป็นนกกดตัวใหญ่ไล่ตามงู
ตีนหยิกปากจิกปีกป้องรับ	งูขยับเลี้ยวฉกนกจิกสู้
ฝูงคนกล่นเกลื่อนกันมาดู	นกกดคาบงูชูร่อนบิน
บรรดางูบริวารสิ้นทั้งหลาย	ก็พลอยหายสาบสูญไปหมดสิ้น
พลายงามตัวเอกเสกก้อนดิน	นกหายกลายปลิ้นไปเป็นช้าง
ซับมันชันหูชูงวง	งายาวขาวช่วงทั้งสองข้าง
เงยแหงนแปร้นแปร๋มาคว้างคว้าง	ขุนแผนยืนขวางรำขอรับ
เหยียบขึ้นปลายงาขาคร่อมคอ	ช้างร้ายแรงหล่อเอาขอสับ
ฟันกระชากหน้าผากระยำยับ	จนตาหลับแหงนหงายท้ายติดดิน
ช้างหายพลายงามทรามคะนอง	มีวิชาสำรองไม่รู้สิ้น
บริกรรมสำแดงแปลงกายิน	เปลี่ยนปลิ้นกลับกลายเป็นควายรับ
ขุนแผนหายกลายกลับเป็นเสือโคร่ง	เขี้ยวโง้งโดดหลอกกลอกกลับ
ล่อควายบ่ายมาหน้าที่ประทับ	ตบขวับขวิดผึงทะลึ่งลอย
ชุลมุนผลุนผลันถลันโดด	เสือโดดควายขวิดชิดไม่ถอย
สู้กันฟั่นเฝือจนเหงื่อย้อย	ต่างปละปล่อยกลายกลับไปฉับพลัน
พ่อเป็นนกแก้วแจ้วส่งเสียง	ลูกเลี่ยงเป็นสาลิกานั่น
บินไปจับต้นไม้อยู่ใกล้กัน	รู้พูดสารพันภาษาคน
แต่บรรดาคนผู้ดูจนเพลิน	สรรเสริญสองนายทุกแห่งหน
เออช่างศักดิสิทธิฤทธิเวทมนตร์	ข้าศึกไหนจะทนฤทธาเธอ
พระองค์ตบพระหัตถ์อยู่ฉัดฉาน	เบิกบานทรงพระสรวลสำรวลเร่อ
อ้ายคู่นี้ใช้ได้ไม่อมเออ	ฤทธิ์เดชมันเสมอสมานกัน
ทีนี้จะได้ดูอ้ายเชียงใหม่	มันอวดอิทธิ์ฤทธิไกรอย่างไรนั่น
จะสู้กับลูกกูอยากดูมัน	ไม่ถึงวันก็จะวิ่งเข้าป่าไป
สิ้นพุงมึงเท่านั้นแล้วฤๅหวา	นกแก้วสาลิกาก็ทูลไข
ขอเดชะพระองค์ผู้ทรงชัย	ยังไม่สิ้นตำราของอาจารย์
ทูลแล้วพ่อลูกก็คลายมนตร์	กลับเป็นคนมาหมอบอยู่หน้าฉาน
พระพันวษาปราโมทย์โปรดปราน	ให้เลื่อนเครื่องประทานแล้วตรัสมา
ฮ้าเฮ้ยอ้ายขุนแผนพลายงาม	มึงลูกพ่อต่อตามกันหนักหนา
ดูหน้านิ่วหิวเหนื่อยจะเลื่อยล้า	กินข้าวปลาเสียทีให้มีแรง
แล้วจึงตรัสสั่งคลังวิเศษ	ให้จัดเสื้อโหมดเทศอย่างก้านแย่ง
แพรจีนดวงพุดตานส่านสีแดง	ทั้งสมปักตามตำแหน่งขุนนางใน
ให้คลังหาสมบัติจัดเงินตรา	ห้าชั่งเอามาประทานให้
มึงทั้งสองใช้ของเหล่านี้ไป	กว่าจะได้บำเหน็จเสร็จสงคราม
ขุนแผนพลายงามความยินดี	ถวายบังคมอยู่ที่กลางสนาม
ด้วยทรงพระกรุณาสง่างาม	คนผู้ดูหลามไปทั้งวังฯ
๏ครานั้นสมเด็จพระพันวษา	ตรัสเรียกโหราเข้ามาสั่ง
ให้คูณหารฤกษ์ยามตามกำลัง	วันไรจะตั้งให้ยาตรา
พระโหราหาฤกษ์แล้วทูลพลัน	ขึ้นเจ็ดค่ำนั้นเป็นเศษห้า
ได้ฤกษ์เบิกพยุหเสนา	เวลาสี่โมงเช้าเก้านาที
ปลอดทั้งผีหลวงห่วงวัน	ยามนั้นได้เมื่อพระฤๅษี
แค้นขัดมัดมือลิงกาลี	จะไปตีบ้านเมืองย่อมมีชัย
พระองค์ทรงฟังก็สั่งพลัน	ไปให้ทันฤกษ์พาอย่าช้าได้
มันขอแต่ไพร่ราบหาบของไป	ก็เกณฑ์ไพร่ให้มันเจ็ดสิบคน
สั่งเสร็จพระเสด็จเข้าในวัง	ขุนนางลุกสะพรั่งอยู่สับสน
ออกบอบแบบแสบท้องจนเต็มทน	อลวนกลับบ้านสำราญใจ
พวกคนดูโจษกันสนั่นมา	ไม่เลือกหน้าไทยเจ๊กเด็กผู้ใหญ่
เขาดีจริงยิ่งยวดในกรุงไกร	แปลงตัวไปได้ดังเทวดา
ชั่วพ่อชั่วแม่ไม่เคยเห็น	แต่รำเต้นนั้นก็ดูมาหนักหนา
วันนี้ได้เห็นเป็นบุญตา	เรากำเนิดเกิดมาไม่เสียทีฯ
๏ฝ่ายว่าขุนแผนแสนสะท้าน	กลับมาอยู่บ้านพระหมื่นศรี
ครั้นรุ่งเช้าเข้าไปอัญชลี	บอกคดีได้ข่าวบ่าวมันมา
ว่าบัดนี้คุณแม่ทองประศรี	มาแต่กาญจน์บุรีอยู่เคหา
เพราะฝ่าเท้าเจ้าคุณกรุณา	ลูกกับบุตรภรรยาจะลาไป
พระหมื่นศรีเมตตาสั่งข้าคน	ให้ช่วยขนข้าวของไปส่งให้
พ่อลูกกราบลาแล้วคลาไคล	ภรรยาข้าไทก็ไปตาม
พวกทหารสามสิบห้ามาติดก้น	เดินดาเต็มถนนจนล้นหลาม
ชาวตลาดแลดูไม่รู้ความ	กระซิบถามเพื่อนกันว่านั่นใคร
บ้างบอกว่าพวกนี้ที่พ้นโทษ	โปรดให้ไปทัพจับเชียงใหม่
ขุนแผนมาถึงบ้านวัดตะไกร	ก็เข้าไปไหว้กราบท่านมารดาฯ
๏ครานั้นนวลนางทองประศรี	เห็นลูกยินดีเป็นหนักหนา
ลูบหน้าลูบหลังถั่งน้ำตา	เออเหมือนมาเกิดใหม่ได้พบกัน
กูขอบใจออแก้วกิริยา	มันอุตส่าห์ติดตัวตามผัวขวัญ
เอ็งจงเป็นพี่น้องลาวทองนั้น	อย่าขึ้งเคียดเดียดฉันท์กันวุ่นไป
อนิจจาน่ารักออพลายงาม	เพียรติดตามทูลขอพ่อจนได้
นี่แลบุราณท่านกล่าวไว้	ว่าเป็นชายมิให้ดูหมิ่นชาย
แล้วหันมาหาขุนแผนแสนสะท้าน	ยิ่งสงสารดูไปใจคอหาย
ช่างผอมซูบวิปริตผิดทั้งกาย	นี่หากว่าไม่ตายเสียในคุก
สิ้นเคราะห์โศกโรคภัยเถิดแก้วแม่	ตั้งแต่นี้มีแต่ให้เป็นสุข
ร้อยปีพันปีอย่ามีทุกข์	จงเป็นสุขตราบเท่าเข้านิพพานฯ
๏ขุนแผนรับพรของมารดา	แล้วออกมาเร่งรัดให้จัดบ้าน
ขนของขึ้นเรือนเกลื่อนนอกชาน	ให้ปลูกร้านพวกไพร่จะได้นอน
เรือนเหย้าเก่าเกเรจะเซคว่ำ	เอาไม้ค้ำจุนดูพออยู่ก่อน
ทำกันจนตะวันลงรอนรอน	ต่างพักผ่อนลืมทุกข์สุขสำราญฯ
๏ฝ่ายเจ้ากรมสัสดีก็มีหมาย	ทุกตัวนายหมวดหมู่อยู่อลหม่าน
เป็นการจวนด่วนวิ่งไม่นิ่งนาน	เอาที่บ้านใกล้ใกล้จะได้ทัน
บ้างเร่งรัดมัดผูกลูกเมียมา	อุตลุดฉุดคร่าจ้าละหวั่น
ผัดผ่อนไม่ได้ไม่ฟังกัน	ครบครันเบ็ดเสร็จเจ็ดสิบคน
จึงสั่งให้นายสมุห์บาญชี	ไปส่งที่ขุนแผนออกสับสน
ลูกเมียหาข้าวสารอยูลานลน	อลวนจัดแจงประจุบัน
หาได้ตามยากตามมี	ให้ทันทีตามส่งกันตัวสั่น
ที่ในบ้านขุนแผนออกแน่นนันต์	พร้อมเพรียงสามวันจะครรไลฯ
๏ครานั้นขุนแผนแสนศักดา	คิดกับลูกยาหาช้าไม่
จะปลุกเครื่องให้เรืองฤทธิไกร	จึงชวนกันออกไปที่ป่าช้า
ให้ทหารปลูกศาลขึ้นฉับพลัน	ตั้งบายศรีสามชั้นทั้งซ้ายขวา
หัวหมูเป็ดไก่ทั้งเหล้ายา	เครื่องเซ่นจัดหามาเรียงราย
เอาผ้าขาวปูลาดดาดเพดาน	นมัสการจุดธูปเทียนถวาย
ในมณฑลนั้นให้อยู่แต่ผู้ชาย	วงสายสิญจน์รอบเป็นขอบคัน
ทั้งพ่อลูกเข้านั่งกลางมณฑล	อ่านมนตร์โองการอันกวดขัน
ชุมนุมเทวดามาพร้อมกัน	ทุกช่องชั้นอินทร์พรหมยมยักษ์
ทั้งพระเพลิงพระพายกรุงพาลี	พระภูมิเจ้าที่อันมีศักดิ
อีกพระไพรเจ้าป่าพนารักษ์	พระนารายณ์ทรงจักรศิวาทิตย์
พระคเณศร์พินายทั้งซ้ายขวา	ขอเชิญลงมาให้ศักดิสิทธิ์
ทั้งคุณแก้วสามประการอันชาญชิต	บิดามารดาสถาวร
คุณครูอุปัชฌาย์อาจารย์	พระโองการบพิตรอดิศร
ขออันเชิญช่วยมาอวยพร	ให้เรืองฤทธิขจรทุกสิ่งอัน
แล้วร่ายคาถามหาเวท	ปลุกเครื่องวิเศษทุกสิ่งสรรพ์
ว่านยาผ้าประเจียดมงคลนั้น	ตะกรุดโทนน้ำมันอันเรืองฤทธิ
เดชะพระเวทอันเชี่ยวชาญ	เครื่องอานกลิ้งไปดังใครบิด
แล้วตั้งกองอัคคีทั้งสี่ทิศ	เอาเครื่องวางกลางมิดในกองไฟ
เปลวไฟคึกคึกไม่ขาดสาย	ชั้นแต่เส้นด้ายหาไหม้ไม่
จึงเอาพระภควำที่ทำไว้	ใส่ขันสำริดประสิทธิมนตร์
ในขันนั้นใส่น้ำมันหอม	เสกพร้อมเป่าลงไปสามหน
พระนั่งขึ้นได้ในบัดดล	น้ำมันนั้นทาทนทั้งทุบตี
ล่องหนกำบังจังงังครบ	อุปเท่ห์เล่ห์จบเป็นถ้วนถี่
ปลุกเครื่องเสร็จพลันอัญชลี	อ่านมนตร์เรียกผีพวกภูตพราย
ผีตายฟ้าผ่าทั้งห่าโหง	อยู่ในหลุมในโลงสิ้นทั้งหลาย
ผีตายคลอดลูกผูกคอตาย	ผีนายผีไพร่ให้รีบมา
ฝูงผีมิอาจจะซุ่มซ่อน	ด้วยเร่าร้อนฤทธิเวทพระคาถา
พากันเกลื่อนกลาดดาษดา	พร้อมหน้ามาที่พิธีการ
บรรดาผู้นั่งอยู่ในมณฑล	เห็นผีทุกคนออกพลุกพล่าน
พลายงามขุนแผนแสนสำราญ	เอาเหล้าข้าวใส่กระบานออกเซ่นวัก
เนื้อพล่าปลายำทำตามมี	ฝูงผีเข้ามากินหนักกว่าหนัก
ข้างนอกยังนั่งล้อมอยู่พร้อมพรัก	ชักชวนกันกินสิ้นทั้งปวง
ที่อดหยากปากไหม้ไส้ขม	ต่างชื่นชมรับเอาเครื่องบวงสรวง
ล้อมกินปลิ้นตาอ้าปากกลวง	ตวงเหล้าเติมบ่อยอร่อยครัน
เสร็จแล้วพ่อลูกก็สั่งผี	ว่าพวกท่านวันนี้จงจัดสรร
มาอาสาศึกใหญ่ไปด้วยกัน	ให้ทันฤกษ์พาเวลาเพล
พวกผีดีใจไปสิพ่อ	ลูกจะขอเป็นบ่าวให้กราวเขน
อันทัพผีมิให้ต้องกะเกณฑ์	จะเข้านอกออกเวรให้ทันการฯ
๏ครานั้นขุนแผนกับพลายงาม	เสร็จพิธีมีความเกษมสานต์
จึงจัดแจงแบ่งปันซึ่งเครื่องอาน	แจกทหารกับไพร่ให้ผูกพัน
พวกพลทั้งสิ้นก็ยินดี	เห็นอย่างนี้ละคุณพ่อใจคอมั่น
ถึงจะให้ไปไหนก็ไปกัน	จะสู้คนร้อยพันไม่พรั่นใจ
ครั้นเสร็จสรรพกลับพากันมาบ้าน	ขุนแผนเรียกทหารเข้ามาใกล้
สาตราอาวุธจงเลือกใช้	ใครถนัดอย่างไหนเอาไปพลัน
บางคนฉวยดาบชักวาบวับ	ที่บางคนก็จับเอากั้นหยั่น
บ้างเข้ามาคว้าปืนถือยืนยัน	บางคนนั้นร้องบอกขอหอกยาว
อ้ายเฉยว่าฉันเคยแต่ไม้พลอง	อ้ายมาว่าฉันคล่องก็เพลงหลาว
อ้ายเพ็ดว่าพร้าก็พอกับคอลาว	อ้ายทิดสาคว้าง้าวออกลองรำ
ต่างคนต่างเลือกหาเครื่องอาวุธ	อุตลุดสับสนอยู่จนค่ำ
แล้วแจกจ่ายเสื้อผ้ายาประจำ	กระบอกน้ำถุงไถ้ใส่ข้าวปลา
ที่พวกหาบหาไม้มาทำคาน	จักสานโพล่แฟ้มแซมตะกร้า
ที่ได้เป็นนายหมวดคอยตรวจตรา	เสียงเฮฮาครึกครื้นรื่นเริงกันฯ
๏ฝ่ายนางทองประศรีกระปรี้กระเปร่า	ตั้งแต่เช้าจัดเสบียงเสียงสนั่น
พริกเกลือข้าวปลาสารพัน	ใครเชือนช้าด่าลั่นไม่เลือกตัว
นางแก้วกิริยากับลาวทอง	จัดของเครื่องใช้ให้แก่ผัว
ปรึกษากันปรองดองไม่หมองมัว	ด้วยความกลัวผัวรักจักทุกข์ร้อน
หีบหมากเครื่องนากอยู่ในกลี่	ซองบุหรี่ย่ามใหญ่ใส่ผ้าผ่อน
เสื้อผ้าจัดพับที่หลับนอน	มุ้งหมอนพร้อมสิ้นทุกสิ่งอัน
ข้าวของขนมาไว้หน้าเรือน	กองเกลื่อนบ่าวข้าจ้าละหวั่น
ส่วนว่าของนายพลายงามนั้น	พระหมื่นศรีจัดสรรทุกสิ่งไปฯ
๏ครั้นรุ่งเช้าจะเข้าไปทูลลา	ขุนแผนลูกยาไม่ช้าได้
จัดพานธูปเทียนแลดอกไม้	ไปหาท่านผู้ใหญ่ที่ในวัง
เวลาสี่โมงเศษเสด็จออก	พระโรงนอกเสียงแตรแซ่กระทั่ง
เสด็จประทับเหนืออาสน์ราชบังลังก์	มีรับสั่งไต่ถามความนานาฯ
๏ครานั้นเจ้าพระยาจักรี	ได้ทีก็ประนมก้มเกศา
กราบทูลเบิกไปมิได้ช้า	ขอเดชะพระบาทามาปกครอง
ดอกไม้ธูปเทียนทองของถวาย	ของขุนแผนนายพลายงามทั้งสอง
กราบถวายบังคมลาฝ่าละออง	ไปราชการศึกสนองพระเดชาฯ
๏ครานั้นสมเด็จนเรนทร์สูร	ฟังทูลทรงพระสรวลสำรวลร่า
เฮ้ยขุนแผนพลายงามทั้งสองรา	ซึ่งอาสาทำชอบกูขอบใจ
จงไปดีมาดีศรีสวัสดิ	พ้นวิบัติเสี้ยนหนามความเจ็บไข้
ให้ศัตรูพ่ายแพ้แก่ฤทธิไกร	มีชัยได้เวียงเชียงใหม่มา
ตรัสพลางทางสั่งพนักงาน	พระราชทานเครื่องยศกับเสื้อผ้า
ทั้งกระบี่บั้งทองของนานา	เงินตราเตรียมไปใช้การทัพ
อิกทั้งม้าต้นคนละม้า	เครื่องอานพานหน้าให้พร้อมสรรพ
พวกไพร่ให้ผ้าคนละสำรับ	สั่งเสร็จเสด็จกลับเข้าวังในฯ
๏ครานั้นขุนแผนกับลูกยา	เสด็จขึ้นกลับมาหาช้าไม่
หาธูปเทียนใส่พานคลานเข้าไป	กราบไหว้ทองประศรีผู้มารดา
ลูกหลานจะมาลาคุณแม่	จงอยู่ดูแลซึ่งเคหา
อันลาวทองกับเจ้าแก้วกิริยา	คุณแม่ได้เมตตาช่วยดูแล
ถ้าทุกข์ร้อนก่อนลูกกลับมาถึง	จะหมายพึ่งผู้ใดให้เป็นแน่
พระหมื่นศรีแลเธอเป็นเกลอแท้	คุณแม่เจ็บไข้จงไหว้วาน
เหย้าเรือนรุงรังจะพังคว่ำ	พอจะทำเงินมีอยู่ที่บ้าน
ขอแต่ให้คุณแม่อยู่สำราญ	ถึงลูกไปช้านานไม่ร้อนใจฯ
๏ครานั้นทองประศรีผู้มารดา	ฟังลูกหลานลาน้ำตาไหล
ลูบหลังลูบหน้าแล้วว่าไป	อย่าเป็นห่วงบ่วงใยเลยทางนี้
เมียเจ้านั้นไซร้ไว้ธุระแม่	จะดูแลสารพัดให้ถ้วนถี่
ทั้งเรือนเหย้าข้าวของบรรดามี	ได้พึ่งพระหมื่นศรีก็ดีแล้ว
แม่ขัดขวางอย่างไรจะไปหา	เจ้าตั้งหน้าไปเถิดนะลูกแก้ว
ทุกข์โศกโรคภัยให้คลาศแคล้ว	จงผ่องแผ้วพูนสุขทุกเวลา
ให้เจ้าชนะมารผลาญศัตรู	ใครอย่ารอต่อสู้ได้สักหน้า
อองามเจ้าอย่าห่างข้างบิดา	ยังเด็กนักเด็กหนาย่าห่วงนัก
อย่าประมาททอาจหาญการรบสู้	ขุนไกรปู่นั้นแต่หนุ่มคุ้มฟันหัก
แกมิได้หมิ่นศึกทำฮึกฮัก	เบาหนักตรองดูให้รู้ความ
อนึ่งพวกพลไพร่ที่ไปด้วย	ใครเดือดร้อนผ่อนช่วยอย่าหยาบหยาม
อุตส่าห์เอาอกใจให้งดงาม	ไปรบพุ่งเหมือนตามกันไปตาย
ถ้าใจเดียวเกลียวกลมกันหนึ่งแน่	ถึงน้อยก็ไม่แพ้ที่มากหลาย
ท่านว่าป่าพึ่งเสือเรือพึ่งพาย	เราเป็นนายก็ต้องพึ่งซึ่งไพร่พล
อนึ่งความกตัญญูรู้คุณเจ้า	ทุกค่ำเช้านึกไว้จะให้ผล
ให้รุ่งเรืองฤทธิเดชทั้งเวทมนตร์	เจ้าจงสนใจจำคำย่าไว้ฯ
๏ขุนแผนพลายงามความยินดี	รับพรทองประศรีแล้วกราบไหว้
ขุนแผนกลับมาสั่งข้าไท	แล้วเข้าไปในห้องทั้งสองนาง
เจ้าลาวทองกับเจ้าแก้วกิริยา	จงอุตส่าห์ปรองดองอย่าหมองหมาง
ไปทัพถ้าข้างบ้านเกิดรานทาง	มักเป็นลางให้ร้ายฝ่ายผู้ไป
การกินอยู่ดูแลแม่ทองประศรี	อย่าให้มีทุกข์ยากลำบากได้
เจ้าแก้วก็อลักเอลื่ออยู่เหลือใจ	ท้องไส้จงระวังจะนั่งนอน
